Latitude,Longitude,Temperature (°C),Rainfall (mm),Soil Quality,Crop Suitability,Historical Yield Trend
14.07,84.86,31,,Medium,Cotton,Average
11.76,76.39,,135,Medium,Wheat,Average
12.26,84.8,32,,Medium,Groundnut,No Data
12.2,79.6,33,52,Low,Peas,High
18.56,77.92,28,40,Low,Barley,High
13.89,79.66,27,84,Low,,Low
15.06,81.78,40,,Low,Cotton,Low
10.11,80.95,37,11,Medium,Wheat,Average
19.17,81.88,31,67,Low,Cotton,No Data
17.9,77.44,,131,Low,Peas,Average
14.46,82.69,,68,High,Cotton,No Data
18.29,79.58,33,11,High,Wheat,Low
13.71,76.92,29,122,Low,Wheat,No Data
14.37,75.84,27,11,Medium,Cotton,High
15.68,82.22,29,148,High,Cotton,No Data
17.93,81.16,26,85,Low,Cotton,No Data
17.9,83.23,26,88,Medium,Rice,Low
17.06,76.28,39,74,Medium,Groundnut,High
14.93,82.66,33,19,Low,Maize,No Data
16.94,83.96,25,20,Low,Cotton,Average
17.81,79.53,,143,High,Maize,Low
18.44,84.47,37,,High,Groundnut,High
13.78,77.36,31,117,Low,Wheat,Low
11.14,79.45,31,31,Medium,None,Low
18.14,77.46,32,54,Low,Peas,Average
18.61,77.52,38,57,Medium,Cotton,High
16.57,83.41,37,102,Medium,None,Average
13.9,76.61,,,High,Maize,High
14.54,80.14,38,46,Low,,Average
12.74,79.39,32,,Medium,Barley,No Data
13.33,84.48,29,115,Medium,None,Average
12.44,84.47,33,37,Low,Wheat,High
19.77,83.63,33,40,Medium,Maize,Average
13.03,84.65,,9,Medium,,No Data
16.73,80.91,,113,Medium,Rice,Low
11.15,80.64,,126,Low,,No Data
16.18,81.79,28,77,High,Groundnut,No Data
12.43,83.34,26,,Medium,Cotton,Average
12.34,76.31,,39,Medium,Rice,Low
19.7,78.97,33,13,Low,Cotton,Low
15.4,84.12,26,33,Medium,,High
15.63,84.13,,,Medium,Barley,High
16.18,80.97,32,89,High,Maize,Low
15.19,78.79,31,71,Medium,,No Data
17.5,83.24,,17,High,Barley,Low
18.62,75.38,30,113,Medium,Maize,Low
15.68,75.64,31,93,Medium,Peas,Average
13.28,78.13,27,,Medium,Barley,Low
12.53,77.53,,69,High,Rice,Low
11.81,82.62,40,,High,Wheat,Low
11.58,81.22,34,97,Medium,None,High
13.88,84.7,27,,Low,Rice,No Data
12.49,76.78,35,28,Medium,Cotton,Low
13.37,79.57,32,39,High,Wheat,Average
12.04,78.58,,123,Low,None,High
17.4,83.06,37,,High,Rice,Low
15.25,78.3,31,140,Low,,High
13.63,84,27,96,Low,Wheat,Average
16.23,78.71,,139,Low,,Low
19.31,77.42,27,4,High,Wheat,High
10.37,82.53,27,40,Medium,,No Data
19.65,78.21,28,37,Medium,Cotton,High
19.85,83.62,30,93,Medium,Maize,High
18.61,82.54,33,9,Medium,Rice,Low
18.01,82.82,27,,High,None,High
11.95,79.3,32,93,High,Cotton,Low
14.62,84.35,31,130,High,Wheat,No Data
19.24,83.96,35,100,High,Peas,High
14.22,75.55,39,6,Low,,High
13.07,77.31,31,72,Low,Peas,Low
17.53,78.62,28,104,High,Rice,High
12.78,77.17,27,,Medium,Peas,Average
16.88,79.97,39,84,High,Wheat,Average
11.71,77.07,38,146,High,Groundnut,High
13.93,75.3,27,86,High,Groundnut,Low
15.36,82.45,27,126,Medium,Cotton,No Data
17.11,84.89,29,67,Medium,Wheat,Average
13.69,83.16,,38,Medium,Wheat,Low
18.36,81.48,25,87,Low,Barley,High
15.49,80.04,35,131,Low,Rice,Low
19.76,84.94,33,140,Low,Wheat,Average
15.67,84.65,35,,Medium,Peas,High
15.87,80.79,25,56,Medium,,No Data
10.05,78.01,,79,Low,Cotton,No Data
11.92,80.77,37,85,Medium,Cotton,Average
11.49,78.26,27,148,Medium,Wheat,High
10.1,84.52,40,149,High,Barley,High
15.59,80.46,,49,High,Barley,Average
17.63,79.28,28,48,Medium,Barley,Low
13.1,83.28,32,114,Medium,,Low
16.06,76.92,36,120,Low,Barley,Average
12.56,80.86,,106,High,Groundnut,Average
15.32,79.31,,89,Low,,High
12.62,79.83,32,38,High,,High
14.53,81.12,38,149,Medium,Barley,No Data
17.5,75.23,26,128,High,,Average
18.87,79.16,36,68,High,Rice,Low
11.68,77.32,,24,High,Peas,Average
10.15,80.45,31,82,High,None,Low
11.52,79.37,29,49,Low,Wheat,Average
11.16,79.34,,4,High,Rice,Average
19.05,76.65,27,9,Low,Barley,High
15.58,83.36,27,,Medium,None,Average
13.56,75.1,25,91,Medium,Maize,No Data
13.96,78.8,37,61,Medium,Barley,High
11.85,82.05,,139,Medium,Maize,No Data
11.06,80.78,,124,High,,Average
18.27,80.93,,25,Medium,Maize,No Data
18.33,81.59,,,Low,None,No Data
19.23,81.8,40,,Low,Maize,Low
16.12,82.56,37,16,Low,Groundnut,Average
16.43,79.47,30,35,Low,Barley,High
11.74,81.42,36,71,High,,Low
12.98,80.04,39,19,Low,Peas,Average
12.25,84.98,,,Low,Groundnut,High
19.5,83.79,31,134,Low,Peas,Average
17.55,75.47,31,7,Medium,Groundnut,No Data
12.04,79.66,38,20,Medium,Cotton,Low
18.45,79.02,30,108,Low,None,Low
10.73,76.77,26,4,High,,High
16.73,82.12,,,Low,,High
12.8,76.77,32,146,Medium,Groundnut,Low
14.19,82.96,,62,Low,None,High
13.8,84.31,34,72,Medium,Cotton,No Data
13.2,80.1,35,90,Low,,No Data
12.25,77.74,26,109,Low,Peas,No Data
19.44,79.13,27,109,Medium,Rice,Average
17.26,80.1,33,,Medium,,Average
19.97,75.15,34,118,Medium,,High
10.82,79.8,25,,High,Barley,High
10.39,78.51,34,,High,Cotton,No Data
15.82,83.83,39,101,Low,Rice,Low
19.97,80.06,25,44,High,,Average
18.54,81.27,30,16,Low,Barley,Average
14.16,77.04,,,High,Maize,Average
14.35,76.47,35,146,Low,,High
11.22,79.67,34,,High,Wheat,Low
14.99,81.24,33,41,Medium,Barley,High
19.43,81.35,31,46,Medium,Wheat,High
12.89,77.99,39,134,High,Wheat,Average
15.09,82.2,,122,Medium,Wheat,High
16.45,82.6,,,Low,Groundnut,Average
10.57,81.37,25,109,High,Rice,No Data
17.08,80.09,,135,Medium,Rice,No Data
18,75.06,26,113,High,None,Average
17.87,77.39,37,60,Low,Maize,No Data
12.84,83.21,34,13,High,,Low
16.9,84.55,34,28,High,Cotton,High
17.12,81.46,37,,High,Rice,Low
11.8,76.17,40,29,Medium,Wheat,High
17.38,82.15,,91,Medium,Wheat,Low
17.31,78.42,28,37,Medium,Cotton,High
14.15,84.83,27,34,Medium,Cotton,No Data
10.28,76.25,40,113,Medium,Barley,Average
11.57,84.22,39,2,Medium,,High
10.23,77.11,32,83,Medium,,No Data
14.22,83.63,34,,Low,Peas,Low
16.98,80.21,37,40,Medium,Maize,Low
13.92,84.58,37,138,High,,No Data
17.04,82.57,25,43,Low,Barley,Average
17.14,79.07,37,43,Medium,Maize,Low
12.57,80.95,40,88,Medium,None,Average
11.87,76.73,,1,High,Groundnut,Low
15.5,77.39,26,42,High,Rice,High
10.21,82.26,,,Medium,None,High
11.4,81.76,28,143,High,Cotton,Low
18.32,82.69,32,93,Medium,Groundnut,High
19.08,77,,92,Low,Groundnut,High
12.87,79.39,25,7,Medium,,No Data
17.41,79.67,27,12,High,Barley,No Data
13.44,77.73,,148,High,Cotton,Low
16.27,80.59,25,,Medium,Rice,No Data
17.27,84.22,25,81,Low,Rice,No Data
11.71,75.15,31,124,High,Cotton,High
17.1,83.4,32,92,Low,Peas,Low
13.55,84.63,35,123,High,None,Low
15.56,77.19,40,126,Medium,Wheat,High
18.96,77.47,38,119,Medium,None,No Data
17.65,76.07,,18,High,Cotton,High
16.73,81.38,36,8,High,Wheat,Average
17.03,77.24,31,124,Low,Groundnut,Low
18.35,79.42,25,,High,Cotton,Low
19.27,80.32,,121,Medium,Groundnut,Average
15.77,83.38,25,120,Low,Cotton,No Data
17.82,82.02,36,149,Low,Barley,High
17.74,75.43,29,12,Low,Peas,High
16.46,77.39,32,135,Medium,,Low
19.9,80.19,36,127,Medium,Cotton,Low
13.23,75.44,39,122,Low,Barley,High
19.87,77.93,27,124,Low,,Average
17.64,79.93,29,91,Low,Groundnut,No Data
11.63,83.95,39,71,Low,None,Average
13.51,84.47,36,28,High,Peas,Low
19.92,77.95,,101,Medium,,Average
17.16,82.55,26,2,Low,Rice,Low
10.85,83.95,25,74,Medium,Peas,Average
17.92,82.92,29,115,Low,Peas,Low
15.07,82.4,34,123,Low,Peas,Low
18.07,81.59,37,,High,Groundnut,High
15.4,77.58,,40,Medium,None,No Data
12.1,83.86,39,,High,Groundnut,Low
13.45,83.71,25,51,Medium,,Low
13.73,83.2,27,8,High,Barley,Average
16.33,79.39,29,,Medium,Barley,No Data
17.09,75.61,26,90,High,Maize,High
15.07,83.83,,41,High,None,Average
12.45,77.24,26,47,Medium,Wheat,Average
12.92,77.17,40,103,High,,Low
14.93,77.2,32,71,High,Cotton,Low
19.62,79.74,39,73,High,Cotton,No Data
16.74,76.87,25,29,Medium,Wheat,No Data
10.77,78.47,32,103,High,,No Data
19.34,80.44,30,122,Low,Peas,No Data
11.38,83,,6,High,Groundnut,Average
17.29,80.39,39,64,High,None,Low
19.4,82.8,31,56,High,Barley,No Data
16.65,78.55,32,,Medium,Rice,Low
19.86,83.54,29,139,Low,Wheat,Low
13.03,75.88,39,144,Medium,Rice,Average
18.25,83.96,27,27,Medium,Maize,High
15.95,76.89,,,High,Barley,Average
18.14,82.74,,17,High,Peas,Low
15.4,83.29,26,44,Low,Groundnut,High
14.65,81.12,,8,Medium,Barley,Average
16.11,80.4,26,132,High,Maize,High
18,76.53,35,41,Medium,,Low
18.19,81.09,,145,Medium,None,Average
16.64,82.99,34,41,Low,Groundnut,High
19.36,79.82,31,38,Medium,Barley,No Data
13.07,79.59,,10,Medium,Cotton,High
17.84,84.75,33,138,High,Cotton,High
10.75,79.44,27,125,Medium,,High
18.46,77.63,38,,High,Maize,Average
17.48,80.86,,121,Low,Wheat,High
15.97,81.91,39,27,Medium,,Average
15.08,76.5,29,,Medium,None,High
10.57,76.9,26,36,Low,,Average
15.2,84.38,33,114,Low,Groundnut,High
13.96,84.5,,148,Low,Groundnut,Average
19.86,76.86,30,13,High,Rice,No Data
19.86,78.25,,72,Medium,Cotton,High
10.71,76.61,36,85,Medium,Peas,Low
15.1,76.61,38,45,High,Peas,Low
14.57,77.67,,,High,Wheat,No Data
11.76,79.29,34,,High,,Low
16.95,80.76,30,0,High,,Average
13.58,79.95,28,97,Low,Groundnut,Average
17.74,79.66,38,112,Medium,Peas,High
12.45,82.13,35,116,High,Peas,Low
11.67,77.46,26,52,Medium,,No Data
12.24,76.04,39,56,Low,Groundnut,Average
10.56,82.69,34,,Medium,Barley,Average
12.52,81.07,37,97,Medium,Groundnut,Average
10.09,78.1,31,15,High,,No Data
13.71,83.83,31,101,Low,Cotton,Low
16.1,75.69,36,83,Medium,,Average
12.24,78.68,28,98,Low,,High
11.09,76.32,33,2,High,Cotton,High
11,83.39,38,122,Medium,Barley,No Data
13.27,79.82,,34,Medium,Peas,High
19.51,83.53,,,Low,Peas,Average
12.23,80.43,37,93,Low,Groundnut,Low
17.42,82.57,,,High,Maize,High
18.82,76.11,,8,Low,,High
10.73,79.87,38,22,Medium,,Average
18.81,82.37,34,41,Medium,None,No Data
18.42,81.71,35,136,Medium,Maize,Average
17.64,82.73,,125,High,,High
12.57,81.55,36,103,Medium,Groundnut,Low
19.27,84.41,40,,Low,None,Average
14.51,77.37,27,142,Medium,Peas,Average
16.71,82.23,25,89,Medium,Cotton,High
10.6,82.15,40,134,High,Barley,Average
19.93,80.19,38,63,Medium,None,Low
15.9,81.81,29,3,High,None,Low
10.34,78.65,38,125,Low,Groundnut,Low
11.65,76.04,37,29,Medium,Cotton,Average
19.97,77.11,28,115,High,Barley,Average
11.92,83.95,38,31,Medium,Rice,High
15.78,77.39,25,49,High,Wheat,Average
13.44,80.3,32,147,Medium,Peas,No Data
16.99,75.36,29,32,Medium,,Average
12.46,83.01,40,122,Medium,Peas,No Data
15.18,82.1,,104,High,,Low
13.3,75.31,31,,Medium,Maize,Average
15.73,82.98,,3,High,Peas,Low
14.76,81.99,35,,Low,,Average
17.77,76.9,36,6,Low,Cotton,Low
11.07,80.28,29,36,Low,,Low
12.42,78.04,34,,High,Peas,No Data
13.93,84.34,26,73,High,,Average
12.68,83.26,32,91,Low,,High
15.26,81.91,35,4,Medium,Rice,Average
12.14,78.59,26,64,High,Groundnut,No Data
14.76,75.99,37,,Medium,,Average
10.15,80.36,27,49,Low,Peas,High
14.94,76.39,27,131,Medium,Barley,Low
17.75,80.12,33,28,Low,Peas,Average
16.56,79.81,27,147,Medium,Groundnut,Low
14.89,78.35,25,146,Low,Cotton,High
16.25,81.44,28,82,High,Wheat,Low
11.47,82.45,37,93,High,Rice,Low
15.1,80.04,,,Low,Wheat,High
12.83,81.94,,43,Low,Groundnut,No Data
17.74,75.11,27,101,High,Wheat,High
18.74,82.64,33,24,Medium,,No Data
14.43,81.82,29,100,High,Maize,Average
11.73,75.02,40,,Low,Barley,No Data
15.06,75.6,28,126,High,None,No Data
17.76,82.23,26,10,High,Wheat,Low
14.11,79.69,27,29,Medium,Groundnut,Average
18.86,80.45,26,,High,Peas,Low
16.44,78.31,33,53,Medium,Maize,Average
14.56,79.46,31,91,High,,Low
18.48,75.02,39,130,Low,,Average
18.76,76.25,38,110,Medium,Cotton,No Data
13.46,84.91,29,118,Medium,Rice,Low
10.44,80.68,29,40,High,,Low
11.79,75.19,30,,Medium,Rice,High
18.27,83.93,27,113,Low,Rice,Low
12.55,79.35,27,44,Low,Peas,High
19.05,78.15,27,149,High,Wheat,No Data
12.72,81.67,31,68,Low,Barley,High
18.44,77.75,25,,High,Maize,High
10.97,80.74,26,136,High,Groundnut,Low
13.53,82.57,33,80,Low,Barley,Average
18.39,76.35,33,139,Low,Maize,High
15.54,79.56,32,137,High,Wheat,Low
10.93,78.71,29,22,Low,Barley,Low
13.27,83.15,27,71,Low,Maize,High
17.44,83.61,28,107,Medium,Rice,Average
17.23,80.79,30,42,Low,Cotton,High
13.33,76.67,27,42,Medium,None,High
13.79,75.52,29,53,High,Peas,Average
15.32,76.65,32,56,Low,Peas,Low
14.68,81.84,30,94,Low,Rice,Average
10.9,79.68,36,87,Medium,None,Low
12.04,84.8,,78,Low,Rice,Average
10.77,84.6,39,107,Medium,,Average
15.06,80.06,36,78,Low,Barley,No Data
11.29,82.35,29,46,Medium,Rice,Average
14.95,82.78,36,,Medium,Groundnut,No Data
12.74,75.58,,128,Medium,Maize,Average
17.55,79.6,40,39,Low,,High
14.92,83.75,36,74,Low,Rice,High
10.69,78.81,28,7,Low,Maize,Average
17.31,77.23,,124,High,Maize,Low
12.28,75.15,28,79,Low,Barley,High
11.47,80.24,34,106,Medium,,Low
11.06,82.06,38,28,Low,Barley,High
17.78,76.06,25,84,Low,Peas,Low
10.55,84.4,37,69,Low,Rice,High
19.65,80.22,31,88,Medium,Cotton,No Data
19.15,83.32,40,92,Medium,Peas,High
10.65,78.88,32,55,Low,Maize,No Data
14.79,80.59,31,148,Medium,Wheat,No Data
18.5,76.67,31,81,High,,Average
13.12,78.57,37,107,Medium,Maize,No Data
14.34,80.83,25,91,High,Wheat,Average
14.1,84.7,35,126,Low,Maize,Low
11.52,78.31,33,12,Medium,Wheat,Low
16.7,82.2,36,,High,Barley,High
11.78,79.57,,98,High,Barley,No Data
10.02,76.85,32,51,Low,Rice,High
13.94,82.88,39,76,Medium,,High
16.34,84.4,27,70,Low,,Low
18.97,83.33,,25,High,Barley,No Data
17.17,82.95,,86,Low,Groundnut,High
14.09,78.68,26,,Low,Wheat,No Data
11.24,81.97,25,,High,Peas,Low
10.61,81.91,25,5,Low,Wheat,High
10.88,78.88,33,,High,Wheat,No Data
13.16,81.99,32,,Low,None,No Data
19.18,84.48,,,Medium,Groundnut,High
10.21,78.64,36,,Low,,High
17.32,82.49,38,48,High,None,No Data
15.28,78.85,33,95,High,Barley,Average
15.24,79.6,30,,Low,Cotton,Low
15.76,85,,142,Medium,Cotton,Low
18.97,75.01,30,25,Medium,Rice,Average
11.37,78,34,74,Medium,Barley,High
15.59,84.37,35,56,Medium,,No Data
14.84,77.52,,136,Medium,None,Low
19.4,76.43,,24,High,Peas,Average
19.64,82.29,39,,Medium,None,Low
18.35,80.01,,,Low,,No Data
12.36,83.07,40,73,High,None,Average
19.2,77.34,39,19,Low,,Average
16.62,82.01,38,121,High,Cotton,High
13.35,81.55,37,68,Low,Groundnut,Average
15.23,84.15,,17,Medium,Cotton,Low
14.41,77.78,30,78,Medium,Wheat,High
17.18,79.04,27,137,Low,Barley,Low
18.74,84.3,38,102,Low,None,High
13.49,83.57,37,9,Low,Rice,Average
16,80.81,35,11,Medium,Peas,High
15.67,78.94,,95,High,Maize,High
16.43,79.99,32,57,Low,Groundnut,Average
10.01,83.1,40,73,High,Groundnut,High
19.05,82.78,28,,High,Groundnut,High
13.71,75.82,33,132,Medium,Peas,Average
11.67,83.17,38,137,Medium,Barley,Average
15.93,83.74,40,127,High,Groundnut,Average
17.11,80.57,,46,Medium,,Low
19.98,79.21,36,107,Low,None,No Data
10.85,80.44,,88,Medium,Barley,Low
15.9,75.19,30,36,High,Maize,No Data
17.97,78.27,39,138,High,,Average
14.52,80.84,33,35,Low,Cotton,Low
18,79.25,38,108,Medium,,Average
11.44,83.37,26,77,High,,No Data
14.77,83.47,36,101,Medium,Cotton,Low
11.11,82.49,,79,Medium,Maize,Low
17.09,84.58,36,,Medium,,No Data
13.71,84.15,37,126,Low,Maize,High
19.27,79.93,,28,Medium,Maize,Average
11.32,80.38,,,High,,No Data
18.98,84.36,35,86,Medium,Wheat,Low
17.45,78.68,,94,Medium,Maize,High
15.09,77.11,34,128,High,None,No Data
15.56,78.94,37,67,Medium,None,No Data
14.03,84.17,28,65,High,,Average
16.43,79.03,26,129,Medium,Rice,Average
13.35,81.06,37,150,Low,,No Data
13.68,84.3,27,,Low,Cotton,Low
19.03,83.29,33,4,Low,Rice,No Data
10.22,75.1,,21,High,,High
10.28,81.28,,3,High,None,No Data
14.27,81.04,31,27,Low,Cotton,High
19.49,79.03,25,87,Medium,Barley,High
14.52,82.33,37,,High,,High
19.49,78.93,29,142,High,Wheat,Low
14.85,79.73,31,,Low,Rice,High
17.59,75.18,39,,Low,Rice,Average
16.68,81.6,30,94,Medium,Peas,No Data
16.26,75.16,27,86,Low,Groundnut,High
16.76,75.27,28,61,Low,Peas,High
10.82,83.96,,,High,Peas,Low
10.59,77.05,38,19,High,,High
18.08,84.64,,,Medium,Maize,Average
15.12,75.24,35,78,Medium,Peas,High
13.63,78.23,30,,Medium,Barley,Average
11.67,77.42,38,89,High,Peas,Low
16.67,81.39,,121,Low,Rice,No Data
11.99,83.16,30,8,High,Wheat,Average
14.64,80.77,36,87,High,Wheat,No Data
17.71,81.82,,110,High,None,Average
16.62,80.22,36,39,High,Peas,Low
10.67,82.19,,75,Medium,None,High
19.24,80.99,31,,Low,Rice,Low
19.51,81.92,35,80,Low,Peas,No Data
11.15,83.07,31,44,Medium,None,High
15.98,84.85,35,30,High,Groundnut,High
11.98,76.34,26,66,Medium,,Low
15.54,80.87,33,106,Low,Maize,No Data
15.86,80.25,37,57,High,Cotton,No Data
13.4,80.38,32,12,High,,High
13.34,76.53,28,,Medium,None,Average
15.61,79.04,29,129,Low,,High
15.3,83.16,25,134,Medium,Peas,Average
14.63,75.32,40,17,Medium,Groundnut,Low
10.05,82.37,30,87,Medium,Rice,Average
19.69,79.93,37,114,Low,Barley,Low
18.92,80.05,34,125,Medium,Maize,High
14.77,75.12,35,122,Medium,,Low
12.15,75.06,33,115,Low,Barley,Low
19.07,79.81,28,,Low,None,High
15.04,80.13,,,Medium,Cotton,High
19.58,77.1,25,118,Medium,,Average
17.11,76.67,34,52,Medium,Maize,Average
10.95,78.34,26,,Low,Cotton,No Data
12.83,81.45,40,108,High,Maize,Low
10.74,76.92,33,109,High,Rice,Low
14.22,84.34,36,62,Low,Barley,No Data
16.83,76.85,30,138,Medium,Cotton,Low
16.86,83.52,28,44,Low,,Low
17.02,83.1,34,48,Low,Rice,No Data
13.1,83.01,27,41,Medium,None,High
16.16,80.51,35,111,Low,Peas,Low
18.84,84.57,31,41,High,None,High
13.34,84.18,37,67,Medium,,Low
18.14,84.96,25,118,High,Rice,Average
18.82,82.11,,,Low,Peas,Low
16.08,83.36,29,,High,Wheat,No Data
11.63,81.21,31,91,Low,Groundnut,No Data
11.95,76.44,28,87,Medium,Maize,No Data
13.41,80.69,33,134,Low,Barley,No Data
12.7,84.5,40,76,Medium,None,Average
12.14,81.11,32,36,High,Barley,High
19.99,83.02,26,85,Low,,High
17.13,83.34,40,11,Low,Groundnut,No Data
19.46,78.18,32,50,Medium,None,High
16.09,78.37,40,93,Low,Maize,Low
10.61,76.29,40,149,High,Maize,Average
15.57,78.41,39,78,Low,Cotton,Low
11.82,76.86,36,38,Low,Maize,High
11.92,80.92,28,144,High,Peas,No Data
16.7,83.83,38,122,Medium,Peas,Low
12.4,80.04,26,,High,None,No Data
13.31,80.32,27,59,Low,Peas,No Data
17.94,81.64,40,36,High,,High
11.04,78.2,37,68,High,Peas,No Data
11.66,84.05,31,107,Low,Cotton,Low
17.5,76.06,38,13,High,Wheat,Average
18.94,79.95,25,95,High,None,No Data
15.76,78.87,37,97,High,None,High
13.24,76.22,,61,High,Maize,High
14.35,82.88,,107,High,None,High
10.99,84.34,26,38,Medium,Wheat,Average
18.69,77,27,11,Low,Barley,Low
16.48,76.4,31,61,Low,,No Data
19.29,80.86,,74,Medium,,High
13.35,84.41,38,,Low,,No Data
18.88,81.72,25,84,Low,Maize,Low
18.13,80.64,27,8,Low,Peas,High
16.47,79.35,,65,Medium,Barley,No Data
10.96,80.11,35,77,High,Groundnut,Average
12.79,84.6,29,,High,Groundnut,Low
13.38,76,25,73,Low,Wheat,Low
10.86,78.51,38,146,Low,Maize,High
15.27,81.81,35,3,Medium,,Low
10.9,81,34,123,Low,None,Low
16.2,78.31,,118,High,,Low
17.66,75.91,36,103,Medium,Rice,No Data
14,79.45,39,,Medium,,Average
10.4,84.07,33,,Low,Wheat,High
19.22,84.66,,94,Low,Barley,Average
19.37,81.55,35,62,High,Rice,No Data
19.83,83.14,31,122,Low,Rice,Average
11.01,77.9,34,17,High,,Low
12.8,83.05,,0,Low,Barley,High
12.23,84.88,28,89,Medium,Wheat,Average
15.45,78.57,29,64,Medium,None,High
10.12,83.87,,34,Medium,Cotton,No Data
15.09,77.56,34,130,High,Groundnut,Low
12.48,81.45,40,51,Low,Rice,Average
13.74,76.07,37,103,Low,Peas,High
17.96,77.41,36,99,Medium,Groundnut,High
11.66,81.52,37,46,Low,Groundnut,No Data
11.91,77.09,34,,High,,Low
16.43,78.05,29,2,Low,,Average
13.19,76.76,35,,Low,None,No Data
14.53,80.35,29,,Low,Barley,Low
11.35,83.08,36,6,Medium,Cotton,Low
15.96,77.89,33,,High,Barley,Low
11.41,76.65,31,75,High,Maize,Average
11.8,83.71,40,23,High,Wheat,Low
14.44,81.73,28,,High,Cotton,Average
19.61,81.82,25,6,High,,Low
11.46,81.53,29,43,High,Wheat,Average
11.21,78.71,,67,Medium,Rice,Average
11.15,82.43,36,99,Medium,Groundnut,Low
10.61,75.07,,,Low,Rice,High
12.75,81.45,29,115,High,Barley,Average
19.72,76.29,37,81,Low,,Average
13.43,79.44,27,,Medium,Wheat,High
13.44,78.27,,138,High,None,No Data
12.64,81.43,33,39,High,,Low
12.77,83.22,40,134,Medium,Peas,High
11.89,78.32,31,,High,,High
12.53,81.39,36,32,Medium,Wheat,High
13.05,78.24,26,18,High,Maize,Average
18.39,76.72,26,19,High,Rice,High
19.46,81.79,35,126,Medium,Wheat,Average
10.11,77.03,40,105,High,Barley,Low
18.54,78.24,28,28,Medium,,Low
12.24,84.5,,69,Low,Wheat,High
14.25,83.35,28,65,High,Groundnut,High
11.87,80.23,32,99,Medium,Barley,Average
10.86,83.67,25,103,High,,Average
17.03,75.6,,129,Medium,,Low
13.01,77.63,29,128,High,,Low
14.09,75.25,39,90,Low,Rice,Low
15.42,75.94,,97,High,Barley,No Data
18.85,82.08,,149,High,Peas,Low
10.23,81.29,27,124,Medium,Maize,Low
18.22,83.27,29,0,Low,Barley,Low
11.23,77.08,29,2,Medium,Barley,No Data
12.36,80.43,31,0,Medium,Rice,Low
12.44,80.84,36,132,High,Rice,No Data
12.97,82.31,39,86,Medium,Barley,Low
15.61,75.02,34,64,Low,,No Data
14.69,83.05,35,32,Medium,Maize,High
18.55,78.6,30,97,Low,Maize,High
18.99,81.52,28,65,High,Wheat,No Data
15.73,81.39,30,8,Low,Groundnut,High
15.21,84.41,26,43,Low,Groundnut,Average
11.16,76.64,35,118,High,,Average
18,77.84,,128,High,Barley,No Data
15.68,75.69,32,105,Medium,Maize,High
18.12,77.96,37,,Medium,None,High
19.99,77.92,35,7,Low,,Average
10.22,78.31,,128,Low,Cotton,High
19.52,77.2,35,108,Low,,No Data
11.81,82.18,,26,Medium,None,Average
12.92,77.55,30,133,Medium,Maize,No Data
13.79,75.98,,60,Low,None,Average
11.74,81.94,38,84,High,,Low
11.96,81.35,30,,Medium,,No Data
14.82,81.06,,48,Low,Peas,High
12.23,76.1,30,54,High,Peas,Average
18.01,76.99,30,,Medium,,Low
16.2,75.39,,,Medium,Wheat,Average
10.65,76.22,35,127,Medium,Peas,High
14.82,76.19,37,17,High,,No Data
13.83,81,40,81,Medium,Peas,Average
10.6,82.1,,1,Medium,,High
11.21,80.66,37,8,High,Groundnut,Low
14.57,79.62,29,137,Low,Peas,No Data
16.15,83.5,26,46,Medium,,No Data
17.44,84.03,35,140,Low,Peas,No Data
12.18,81.81,28,114,Medium,Rice,No Data
11.91,76.67,33,70,Low,,Average
16.33,83.51,,75,Low,Rice,Low
17.21,79.04,26,108,Medium,Peas,No Data
19.48,81.52,25,44,Low,Peas,No Data
15.11,78.36,28,,Medium,Barley,Average
19.73,75.27,35,50,High,Cotton,Average
19.99,78.81,27,2,High,Maize,No Data
17.6,80.13,30,71,High,Peas,Low
16.3,81.1,34,,Medium,Wheat,No Data
12.57,84.86,26,,High,Groundnut,No Data
16.84,75.8,,56,High,Wheat,Average
15.4,78.27,25,,Medium,Maize,High
16.64,81.03,32,,High,,No Data
11.5,79.04,25,,Low,None,High
13.44,84.18,33,,Medium,Peas,Average
15.5,77.79,35,,High,None,Average
16.72,76.13,28,124,High,Peas,No Data
15.33,76.23,30,73,Low,Rice,High
18.77,79.69,38,,Low,Barley,No Data
15.2,83.94,40,91,High,Peas,Average
12.16,77.44,28,,Low,Rice,Average
16,83.6,27,,Medium,Rice,Low
16.52,82.56,34,,Medium,,No Data
17.81,79.48,40,113,High,Peas,Average
17.18,80.13,,101,High,Peas,High
16.03,82.07,31,,Low,Wheat,Average
10.4,84.57,40,52,Low,,High
11.78,84.44,39,47,Medium,Groundnut,Low
13.24,75.99,33,,Medium,,Low
14.59,82.33,39,120,High,Barley,Low
13.04,80.79,26,41,Medium,Rice,High
15.17,77.52,31,108,Medium,None,Low
14.04,81.04,33,18,High,None,Low
16.23,77.63,35,101,High,Maize,Low
12.19,77.45,,,Low,Barley,Low
16.94,84.08,25,76,High,Cotton,No Data
12.12,80.82,40,106,Low,Peas,Low
16.15,78.34,27,49,High,Wheat,Low
10.72,77.35,33,,High,Barley,High
14.21,76.75,26,99,High,Peas,Average
17.44,78.22,38,123,Low,Maize,No Data
15.21,80.61,27,110,Medium,Groundnut,Low
17.1,75.23,32,135,Medium,,Low
16.43,78.7,26,116,Low,Barley,No Data
